MQ_KURZNAME;DET_NAME_ALT;DET_NAME_NEU;DET_ID15;MQ_ID15;STRASSE;POSITION;POS_DETAIL;RICHTUNG;SPUR;annotation;LÄNGE (WGS84);BREITE (WGS84);INBETRIEBNAHME;ABBAUDATUM;DEINSTALLIERT;KOMMENTAR
TE511;TEU00511_Det0;TE511_Det_HF1;1.00101E+14;1.00201E+14;Leibnizstraße;zwischen Kantstraße und Bismarckstraße, in Höhe Kreuzung Schillerstraße;Bismarckstraße;Nord;HF_R;Hauptfahrbahn;13.31468272;52.5105879;24.12.08;;;
TE519;TEU00519_Det0;TE519_Det_HF1;1.00101E+14;1.00201E+14;Oberbaumstraße;zwischen Schlesische Straße und Falckensteinstraße;Warschauer Straße;Ost;HF_R;Hauptfahrbahn;13.44342765;52.50081566;12.07.09;;X;Radspur
TE519;TEU00519_Det1;TE519_Det_HF2;1.00101E+14;1.00201E+14;Oberbaumstraße;zwischen Schlesische Straße und Falckensteinstraße;Warschauer Straße;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.44342765;52.50081566;12.07.09;;;
TE520;TEU00520_Det0;TE520_Det_HF1;1.00101E+14;1.00201E+14;Oberbaumstraße;zwischen Gröbenufer und Bevernstraße;Schlesisches Tor;West;HF_R;Hauptfahrbahn;13.44361973;52.50108644;15.08.09;;X;Radspur
TE520;TEU00520_Det1;TE520_Det_HF2;1.00101E+14;1.00201E+14;Oberbaumstraße;zwischen Gröbenufer und Bevernstraße;Schlesisches Tor;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.44361973;52.50108644;15.08.09;;;
TE521;TEU00521_Det0;TE521_Det_HF1;1.00101E+14;1.00201E+14;Stubenrauchstraße;zwischen BAB113 und Eisenhutweg;Sterndamm;Nordost;HF_R;Hauptfahrbahn;13.49979639;52.43453385;09.12.08;;;
TE521;TEU00521_Det1;TE521_Det_HF2;1.00101E+14;1.00201E+14;Stubenrauchstraße;zwischen BAB113 und Eisenhutweg;Sterndamm;Nordost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.49979639;52.43453385;09.12.08;;;
TE522;TEU00522_Det0;TE522_Det_LA;1.00101E+14;1.00201E+14;Stubenrauchstraße;zwischen Eisenhutweg und BAB113;BAB113;Südwest;LA;Linksabbieger;13.49917858;52.4347094;23.12.08;;;
TE522;TEU00522_Det1;TE522_Det_HF1;1.00101E+14;1.00201E+14;Stubenrauchstraße;zwischen Eisenhutweg und BAB113;BAB113;Südwest;HF_R;Hauptfahrbahn rechte Spur;13.49917858;52.4347094;23.12.08;;;
TE523;TEU00523_Det0;TE523_Det_HF1;1.00101E+14;1.00201E+14;Neuköllner Straße;zwischen Fritz-Erler-Allee und Zwickauer Damm;Zwickauer Damm;Südost;HF_R;Hauptfahrbahn rechte Spur;13.48422579;52.42476978;16.12.08;;;
TE523;TEU00523_Det1;TE523_Det_HF2;1.00101E+14;1.00201E+14;Neuköllner Straße;zwischen Fritz-Erler-Allee und Zwickauer Damm;Zwickauer Damm;Südost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.48422579;52.42476978;16.12.08;;;
TE524;TEU00524_Det0;TE524_Det_HF1;1.00101E+14;1.00201E+14;Späthstraße;zwischen Haarlemer Straße und BAB113;BAB113;Ost;HF_R;Hauptfahrbahn rechte Spur;13.45853732;52.45357593;10.12.08;;;
TE524;TEU00524_Det1;TE524_Det_HF2;1.00101E+14;1.00201E+14;Späthstraße;zwischen Haarlemer Straße und BAB113;BAB113;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.45853732;52.45357593;10.12.08;;;
TE525;TEU00522_Det2;TE525_Det_HF2;1.00101E+14;1.00201E+14;Stubenrauchstraße;zwischen Eisenhutweg und BAB113;BAB113;Südwest;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.49917858;52.4347094;23.12.08;;;
TE526;TEU00523_Det2;TE526_Det_LA;1.00101E+14;1.00201E+14;Neuköllner Straße;zwischen Fritz-Erler-Allee und Zwickauer Damm;Zwickauer Damm;Südost;LA;Linksabbieger;13.48422579;52.42476978;16.12.08;;;
TE527;TEU00527_Det0;TE527_Det_HF1;1.00101E+14;1.00201E+14;Mollstraße;zwischen Karl-Liebknecht-Straße und Keibelstraße;Otto-Braun-Straße;Südost;HF;Hauptfahrbahn rechte Spur;13.41651389;52.5262709;09.07.09;;;
TE527;TEU00527_Det1;TE527_Det_HF2;1.00101E+14;1.00201E+14;Mollstraße;zwischen Karl-Liebknecht-Straße und Keibelstraße;Otto-Braun-Straße;Südost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.41651389;52.5262709;09.07.09;;;
TE527;TEU00527_Det2;TE527_Det_HF3;1.00101E+14;1.00201E+14;Mollstraße;zwischen Karl-Liebknecht-Straße und Keibelstraße;Otto-Braun-Straße;Südost;HF_3vR;Hauptfahrbahn, 3. Spur von rechts;13.41651389;52.5262709;09.07.09;;;
TE528;TEU00528_Det0;TE528_Det_HF1;1.00101E+14;1.00201E+14;Karl-Marx-Straße;zwischen Flughafenstraße und Boddinstraße;Silbersteinstraße;Süd;HF_R;Hauptfahrbahn rechte Spur;13.43414889;52.48159647;18.03.09;01.02.22;X;
TE528;TEU00528_Det1;TE528_Det_HF2;1.00101E+14;1.00201E+14;Karl-Marx-Straße;zwischen Flughafenstraße und Boddinstraße;Silbersteinstraße;Süd;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.43414889;52.48159647;18.03.09;;X;
TE529;TEU00529_Det0;TE529_Det_HF1;1.00101E+14;1.00201E+14;Karl-Marx-Straße;zwischen Erkstraße und Flughafenstraße, erster LM hinter Erkstraße, LM41;Hermannplatz;Nordwest;HF_R;Hauptfahrbahn rechte Spur;13.43528212;52.48095163;19.03.09;01.02.22;X;
TE529;TEU00529_Det1;TE529_Det_HF2;1.00101E+14;1.00201E+14;Karl-Marx-Straße;zwischen Erkstraße und Flughafenstraße, erster LM hinter Erkstraße, LM41;Hermannplatz;Nordwest;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.43528212;52.48095163;19.03.09;;X;
TE530;TEU00530_Det1;TE530_Det_HF1;1.00101E+14;1.00201E+14;Mariendorfer Damm;zwischen Friedenstraße und Körtingstraße, sechster LM nach Friedenstraße, LM 176;Buckower Chaussee;Südost;HF_R;Hauptfahrbahn rechte Spur;13.38816757;52.43728069;19.03.09;;;
TE530;TEU00530_Det2;TE530_Det_HF2;1.00101E+14;1.00201E+14;Mariendorfer Damm;zwischen Friedenstraße und Körtingstraße, sechster LM nach Friedenstraße, LM 176;Buckower Chaussee;Südost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38816757;52.43728069;19.03.09;;;
TE531;TEU00530_Det0;TE531_Det_Bus;1.00101E+14;1.00201E+14;Mariendorfer Damm;zwischen Friedenstraße und Körtingstraße, sechster LM nach Friedenstraße, LM 176;Buckower Chaussee;Südost;BUS;Busspur;13.3881446;52.43727521;19.03.09;;;
TE532;TEU00532_Det0;TE532_Det_HF1;1.00101E+14;1.00201E+14;Adlergestell;zwischen Otto-Franke-Straße und Köpenicker Straße, 50m hinter Einfahrt Baumarkt;Grünau;Süd;HF_R;Hauptfahrbahn rechte Spur;13.54560583;52.4321926;01.10.10;;X;Radspur
TE532;TEU00532_Det1;TE532_Det_HF2;1.00101E+14;1.00201E+14;Adlergestell;zwischen Otto-Franke-Straße und Köpenicker Straße, 50m hinter Einfahrt Baumarkt;Grünau;Süd;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.54560583;52.4321926;01.10.10;;;
TE532;TEU00532_Det2;TE532_Det_HF3;1.00101E+14;1.00201E+14;Adlergestell;zwischen Otto-Franke-Straße und Köpenicker Straße, 50m hinter Einfahrt Baumarkt;Grünau;Süd;HF_3vR;Hauptfahrbahn, 3. Spur von rechts;13.54560583;52.4321926;01.10.10;;;
TE533;TEU00533_Det0;TE533_Det_HF1;1.00101E+14;1.00201E+14;Dammweg; zwischen Sonnenallee und Kiefholzstraße;Köpenicker Landstraße;Nordost;HF_R;Hauptfahrbahn rechte Spur;13.46948069;52.47267454;01.10.10;;;
TE534;TEU00533_Det1;TE533_Det_HF2;1.00101E+14;1.00201E+14;Dammweg;zwischen Kiefholzstraße und Sonnenallee;Sonnenallee;Südwest;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.46948069;52.47267454;01.10.10;;;
TE538;TEU00538_Det0;TE538_Det_HF1;1.00101E+14;1.00201E+14;Späthstraße;hinter Einmündung Späthstr.;A113;West;HF_R;Hauptfahrbahn rechte Spur;13.46407008;52.45369789;01.10.10;;;
TE539;TEU00539_Det0;TE539_Det_HF1;1.00101E+14;1.00201E+14;Waltersdorfer Chaussee;zwischen Friedenstraße und Altglienicker Chaussee;Schönefeld;Süd;HF_R;Hauptfahrbahn rechte Spur;13.5168346;52.39825314;02.10.10;;;
TE539;TEU00539_Det1;TE539_Det_HF2;1.00101E+14;1.00201E+14;Waltersdorfer Chaussee;zwischen Friedenstraße und Altglienicker Chaussee;Schönefeld;Süd;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.5168346;52.39825314;02.10.10;;;
TE545;TEU00545_Det1;TE545_Det_HF1;1.00101E+14;1.00201E+14;Am Nordbahnhof;Am Nordbahnhof;Südost;Südost;HF_R;Hauptfahrbahn rechte Spur;13.38470095;52.53169469;06.02.15;;;
TE545;teuscalaS00000DD00349D1;TE545_Det_HF1;1.00101E+14;1.00201E+14;Am Nordbahnhof;Am Nordbahnhof;Südost;Südost;HF_R;Hauptfahrbahn rechte Spur;13.38470095;52.53169469;06.02.15;;;
TE545;teuscalaS00000DD00349D1;TE545_Det_HF1;1.00101E+14;1.00201E+14;Am Nordbahnhof;Am Nordbahnhof;Südost;Südost;HF_R;Hauptfahrbahn rechte Spur;13.38470095;52.53169469;06.02.15;;;
TE546;TEU00546_Det1;TE546_Det_HF1;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38634201;52.53298974;07.02.15;;;
TE546;TEU00546_Det2;TE546_Det_HF2;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;West;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38634201;52.53298974;07.02.15;;;
TE546;teuscalaS00000DD00350D1;TE546_Det_HF1;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38634201;52.53298974;07.02.15;;;
TE546;teuscalaS00000DD00350D1;TE546_Det_HF1;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38634201;52.53298974;07.02.15;;;
TE546;teuscalaS00000DD00350D2;TE546_Det_HF2;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;West;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38634201;52.53298974;07.02.15;;;
TE546;teuscalaS00000DD00350D2;TE546_Det_HF2;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;West;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38634201;52.53298974;07.02.15;;;
TE547;TEU00547_Det3;TE547_Det_HF1;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38643696;52.53290922;07.02.15;;;
TE547;TEU00547_Det4;TE547_Det_HF2;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38643696;52.53290922;07.02.15;;;
TE547;teuscalaS00000DD00350D3;TE547_Det_HF1;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38643696;52.53290922;07.02.15;;;
TE547;teuscalaS00000DD00350D3;TE547_Det_HF1;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38643696;52.53290922;07.02.15;;;
TE547;teuscalaS00000DD00350D4;TE547_Det_HF2;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38643696;52.53290922;07.02.15;;;
TE547;teuscalaS00000DD00350D4;TE547_Det_HF2;1.00101E+14;1.00201E+14;Julie-Wolfthorn-Straße;Julie-Wolfthorn-Straße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38643696;52.53290922;07.02.15;;;
TE548;TEU00548_Det1;TE548_Det_HF1;1.00101E+14;1.00201E+14;Zinnowitzer Straße;Zinnowitzer Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38363808;52.53184474;06.02.15;;;
TE548;teuscalaS00000DD00351D1;TE548_Det_HF1;1.00101E+14;1.00201E+14;Zinnowitzer Straße;Zinnowitzer Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38363808;52.53184474;06.02.15;;;
TE548;teuscalaS00000DD00351D1;TE548_Det_HF1;1.00101E+14;1.00201E+14;Zinnowitzer Straße;Zinnowitzer Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38363808;52.53184474;06.02.15;;;
TE549;TEU00549_Det1;TE549_Det_HF1;1.00101E+14;1.00201E+14;Zinnowitzer Straße;Zinnowitzer Straße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38331199;52.53171076;06.02.15;;;
TE549;teuscalaS00000DD00352D1;TE549_Det_HF1;1.00101E+14;1.00201E+14;Zinnowitzer Straße;Zinnowitzer Straße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38331199;52.53171076;06.02.15;;;
TE549;teuscalaS00000DD00352D1;TE549_Det_HF1;1.00101E+14;1.00201E+14;Zinnowitzer Straße;Zinnowitzer Straße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38331199;52.53171076;06.02.15;;;
TE550;TEU00507_Det0;TE550_Det_Bus;1.00101E+14;1.00201E+14;Martin-Luther-Straße;zwischen Hohenstaufenstraße und Grunewaldstraße, hinter Barbarossastraße;Grunewaldstraße;Süd;BUS;Busspur;13.34483178;52.49169414;30.06.09;;;
TE552;TEU00552_Det1;TE552_Det_HF1;1.00101E+14;1.00201E+14;Hessische Straße;Hessische Straße;Nordwest;Nordwest;HF_R;Hauptfahrbahn rechte Spur;13.38050804;52.5285437;06.02.15;;;
TE552;teuscalaS00000DD00354D1;TE552_Det_HF1;1.00101E+14;1.00201E+14;Hessische Straße;Hessische Straße;Nordwest;Nordwest;HF_R;Hauptfahrbahn rechte Spur;13.38050804;52.5285437;06.02.15;;;
TE552;teuscalaS00000DD00354D1;TE552_Det_HF1;1.00101E+14;1.00201E+14;Hessische Straße;Hessische Straße;Nordwest;Nordwest;HF_R;Hauptfahrbahn rechte Spur;13.38050804;52.5285437;06.02.15;;;
TE553;TEU00553_Det0;TE553_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38161501;52.53022326;29.06.15;;;
TE553;TEU00553_Det1;TE553_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38161501;52.53022326;29.06.15;;;
TE553;teuscalaS00000DD00355D0;TE553_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38161501;52.53022326;29.06.15;;;
TE553;teuscalaS00000DD00355D0;TE553_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38161501;52.53022326;29.06.15;;;
TE553;teuscalaS00000DD00355D1;TE553_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38161501;52.53022326;29.06.15;;;
TE553;teuscalaS00000DD00355D1;TE553_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38161501;52.53022326;29.06.15;;;
TE554;TEU00554_Det0;TE554_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38110102;52.53007174;29.06.15;;;
TE554;teuscalaS00000DD00356D0;TE554_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38110102;52.53007174;29.06.15;;;
TE554;teuscalaS00000DD00356D0;TE554_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Chausseestr und Hessische Straße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38110102;52.53007174;29.06.15;;;
TE555;TEU00555_Det0;TE555_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Hessische Str und Chausseestraße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.380063;52.52968075;29.06.15;;;
TE555;TEU00555_Det1;TE555_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Hessische Str und Chausseestraße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.380063;52.52968075;29.06.15;;;
TE555;teuscalaS00000DD00357D0;TE555_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Hessische Str und Chausseestraße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.380063;52.52968075;29.06.15;;;
TE555;teuscalaS00000DD00357D0;TE555_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Hessische Str und Chausseestraße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.380063;52.52968075;29.06.15;;;
TE555;teuscalaS00000DD00357D1;TE555_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Hessische Str und Chausseestraße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.380063;52.52968075;29.06.15;;;
TE555;teuscalaS00000DD00357D1;TE555_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;zwischen Hessische Str und Chausseestraße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.380063;52.52968075;29.06.15;;;
TE556;TEU00556_Det1;TE556_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38459774;52.53101461;17.09.15;;;
TE556;TEU00556_Det2;TE556_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße;West;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38459774;52.53101461;17.09.15;;;
TE556;teuscalaS00000DD00358D1;TE556_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38459774;52.53101461;17.09.15;;;
TE556;teuscalaS00000DD00358D1;TE556_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38459774;52.53101461;17.09.15;;;
TE556;teuscalaS00000DD00358D2;TE556_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße;West;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38459774;52.53101461;17.09.15;;;
TE556;teuscalaS00000DD00358D2;TE556_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.30 zwischen Am Nordbahnhof und Chausseestraße;West;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38459774;52.53101461;17.09.15;;;
TE557;TEU00557_Det1;TE557_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38440419;52.53086852;17.09.15;;;
TE557;TEU00557_Det2;TE557_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38440419;52.53086852;17.09.15;;;
TE557;teuscalaS00000DD00359D1;TE557_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38440419;52.53086852;17.09.15;;;
TE557;teuscalaS00000DD00359D1;TE557_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38440419;52.53086852;17.09.15;;;
TE557;teuscalaS00000DD00359D2;TE557_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38440419;52.53086852;17.09.15;;;
TE557;teuscalaS00000DD00359D2;TE557_Det_HF2;1.00101E+14;1.00201E+14;Invalidenstraße;in Höhe Haus Nr.115 zwischen Chausseestraße und Eichendorffstraße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38440419;52.53086852;17.09.15;;;
TE558;teuscalaS00000DD00360D1;TE558_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;Höhe Nordbahnhof;West;West;HF_R;Hauptfahrbahn rechte Spur;13.38720907;52.53159173;05.09.16;;;
TE559;teuscalaS00000DD00361D0;TE559_Det_HF1;1.00101E+14;1.00201E+14;Invalidenstraße;Höhe Nordbahnhof;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38708894;52.53136172;04.09.16;;;
TE560;teuscalaS00000DD00362D0;TE560_Det_HF1;1.00101E+14;1.00201E+14;Leipziger Straße;zwischen Leipziger Platz und Wilhelmstraße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.38016378;52.50966956;08.12.17;;X;
TE560;teuscalaS00000DD00362D1;TE560_Det_HF2;1.00101E+14;1.00201E+14;Leipziger Straße;zwischen Leipziger Platz und Wilhelmstraße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.38016378;52.50966956;08.12.17;;X;
TE561;teuscalaS00000DD00363D0;TE561_Det_HF1;1.00101E+14;1.00201E+14;Leipziger Platz;zwischen Leipziger Straße und Potsdamer Platz;West;West;HF_R;Hauptfahrbahn rechte Spur;13.3788682;52.50974724;08.12.17;;X;
TE561;teuscalaS00000DD00363D1;TE561_Det_HF2;1.00101E+14;1.00201E+14;Leipziger Platz;zwischen Leipziger Straße und Potsdamer Platz;West;West;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.3788682;52.50974724;08.12.17;;X;
TE562;teuscalaS00000DD00364D0;TE562_Det_HF1;1.00101E+14;1.00201E+14;Potsdamer Straße;zwischen Potsdamer Platz und Ben-Gurion-Straße;Ost;Ost;HF_R;Hauptfahrbahn rechte Spur;13.37580403;52.50943202;08.12.17;;X;
TE562;teuscalaS00000DD00364D1;TE562_Det_HF2;1.00101E+14;1.00201E+14;Potsdamer Straße;zwischen Potsdamer Platz und Ben-Gurion-Straße;Ost;Ost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.37580403;52.50943202;08.12.17;;X;
TE563;teuscalaS00000DD00365D0;TE563_Det_HF1;1.00101E+14;1.00201E+14;Potsdamer Straße;zwischen Scharounstraße und Sigismundstraße;Süd;Süd;HF_R;Hauptfahrbahn rechte Spur;13.36914302;52.50797094;08.12.17;;X;
TE563;teuscalaS00000DD00365D1;TE563_Det_HF2;1.00101E+14;1.00201E+14;Potsdamer Straße;zwischen Scharounstraße und Sigismundstraße;Süd;Süd;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.36914302;52.50797094;08.12.17;;X;
TE568;teuscalaS00000DD00370D0;TE568_Det_HF1;1.00101E+14;1.00201E+14;Hauptstraße;zwischen Dominicusstraße und Koburger Straße;Südwest;Südwest;HF_R;Hauptfahrbahn rechte Spur;13.34652074;52.48056663;01.03.18;;X;
TE568;teuscalaS00000DD00370D1;TE568_Det_HF2;1.00101E+14;1.00201E+14;Hauptstraße;zwischen Dominicusstraße und Koburger Straße;Südwest;Südwest;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.34652074;52.48056663;01.03.18;;X;
TE569;teuscalaS00000DD00371D0;TE569_Det_HF1;1.00101E+14;1.00201E+14;Hauptstraße;zwischen Kärntener Straße und Dominicusstraße;Nordost;Nordost;HF_R;Hauptfahrbahn rechte Spur;13.34726666;52.48081582;01.03.18;;X;
TE569;teuscalaS00000DD00371D1;TE569_Det_HF2;1.00101E+14;1.00201E+14;Hauptstraße;zwischen Kärntener Straße und Dominicusstraße;Nordost;Nordost;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.34726666;52.48081582;01.03.18;;X;
TE574;teuscalaS00000DD00376D0;TE574_Det_HF1;1.00101E+14;1.00201E+14;Katzbachstraße;zwischen Dudenstraße und Kreuzbergstraße;Nord;Nord;HF_R;Hauptfahrbahn rechte Spur;13.37667083;52.48627648;01.03.18;;X;
TE575;teuscalaS00000DD00376D1;TE575_Det_HF1;1.00101E+14;1.00201E+14;Katzbachstraße;zwischen Monumentenstraße und Dudenstraße;Süd;Süd;HF_R;Hauptfahrbahn rechte Spur;13.37646482;52.48655059;01.03.18;;X;
TE576;teuscalaS00000DD00377D0;TE576_Det_HF1;1.00101E+14;1.00201E+14;Boelckestraße;zwischen Hessenring und Hoeppnerstraße;Süd;Süd;HF_R;Hauptfahrbahn rechte Spur;13.37771183;52.47388581;01.03.18;;X;
TE576;teuscalaS00000DD00377D1;TE576_Det_HF2;1.00101E+14;1.00201E+14;Boelckestraße;zwischen Hessenring und Hoeppnerstraße;Süd;Süd;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.37771183;52.47388581;01.03.18;;X;
TE577;teuscalaS00000DD00378D0;TE577_Det_HF1;1.00101E+14;1.00201E+14;Boelckestraße;zwischen Hoeppnerstraße und Eschwegring;Nord;Nord;HF_R;Hauptfahrbahn rechte Spur;13.37802581;52.47353045;01.03.18;;X;
TE577;teuscalaS00000DD00378D1;TE577_Det_HF2;1.00101E+14;1.00201E+14;Boelckestraße;zwischen Hoeppnerstraße und Eschwegring;Nord;Nord;HF_2vR;Hauptfahrbahn, 2. Spur von rechts;13.37802581;52.47353045;01.03.18;;X;
TE578;teuscalaS00000DD00379D0;TE578_Det_HF1;1.00101E+14;1.00201E+14;Manteuffelstraße;zwischen Albrechtstraße und Kaiserin-Augusta-Straße;Süd;Süd;HF_R;Hauptfahrbahn rechte Spur;13.37644429;52.46066301;01.03.18;;X;
