mq_name;tag;stunde;qualitaet;q_kfz_mq_hr;v_kfz_mq_hr;q_pkw_mq_hr;v_pkw_mq_hr;q_lkw_mq_hr;v_lkw_mq_hr
TE001;03.05.2023;10;1.0;1652;44;1482;42;170;69
TE001;03.05.2023;11;1.0;1729;42;1567;39;162;68
TE001;03.05.2023;12;1.0;2065;39;1917;37;148;67
TE001;03.05.2023;13;1.0;2412;33;2238;31;174;65
TE001;03.05.2023;14;1.0;2427;21;2311;20;116;42
TE001;03.05.2023;15;1.0;2308;24;2201;23;107;43
TE001;03.05.2023;16;1.0;2358;32;2267;31;91;59
TE001;03.05.2023;17;1.0;1991;36;1931;35;60;61
TE001;03.05.2023;18;1.0;1483;45;1399;44;84;72
TE001;03.05.2023;19;1.0;1038;55;986;54;52;76
TE001;03.05.2023;20;1.0;705;51;671;50;34;70
TE001;03.05.2023;21;1.0;728;51;699;51;29;70
TE001;03.05.2023;22;1.0;453;55;433;55;20;69
TE001;03.05.2023;23;1.0;233;56;199;54;34;72
TE001;04.05.2023;0;1.0;111;63;86;60;25;72
TE001;04.05.2023;1;1.0;110;61;84;58;26;69
TE001;04.05.2023;2;1.0;141;65;97;62;44;72
TE001;04.05.2023;3;1.0;236;59;175;56;61;69
TE001;04.05.2023;4;1.0;683;54;599;52;84;72
TE001;04.05.2023;5;1.0;1504;47;1352;44;152;71
TE001;04.05.2023;8;1.0;1266;47;1184;45;82;71
TE001;04.05.2023;9;1.0;1354;46;1248;44;106;71
TE001;04.05.2023;10;1.0;1530;43;1397;41;133;69
TE001;04.05.2023;11;1.0;2112;36;1902;33;210;66
TE001;11.05.2023;12;1.0;2097;36;1949;34;148;65
TE001;11.05.2023;13;1.0;2286;36;2133;33;153;67
TE001;11.05.2023;14;1.0;2608;19;2498;18;110;36
TE001;11.05.2023;15;1.0;2308;12;2239;12;68;21
TE001;11.05.2023;16;1.0;2540;26;2460;26;80;50
TE001;11.05.2023;17;1.0;2100;39;2032;38;68;67
TE001;11.05.2023;18;1.0;1594;38;1529;37;65;61
TE001;11.05.2023;19;1.0;1094;48;1053;47;41;67
TE001;11.05.2023;20;1.0;902;54;859;52;43;80
TE001;11.05.2023;21;1.0;715;56;676;55;39;75
TE001;11.05.2023;22;1.0;683;57;643;55;40;75
TE001;11.05.2023;23;1.0;274;63;235;61;39;75
TE001;12.05.2023;0;1.0;168;65;128;61;40;77
TE001;12.05.2023;1;1.0;130;66;96;64;34;75
TE001;12.05.2023;2;1.0;134;64;84;59;50;72
TE001;12.05.2023;3;1.0;268;65;194;61;74;75
TE001;12.05.2023;4;1.0;693;51;593;48;100;72
TE001;12.05.2023;5;1.0;1391;47;1280;45;111;71
TE001;12.05.2023;6;1.0;1859;44;1718;42;141;69
TE001;12.05.2023;7;1.0;2025;42;1874;39;151;71
TE001;12.05.2023;8;1.0;2075;41;1910;38;165;70
TE001;12.05.2023;9;1.0;2222;39;2067;37;155;67
TE001;12.05.2023;10;1.0;2393;36;2229;34;164;67
TE001;12.05.2023;11;1.0;2511;34;2365;32;146;66
TE001;12.05.2023;12;1.0;2388;26;2256;25;132;53
TE001;12.05.2023;13;1.0;2367;15;2266;15;101;29
TE001;12.05.2023;14;1.0;2184;24;2108;24;76;40
TE001;12.05.2023;15;1.0;2490;31;2355;30;135;54
TE001;12.05.2023;16;1.0;2458;70;2353;71;105;60
TE001;12.05.2023;17;1.0;2118;65;2050;65;68;65
TE001;12.05.2023;18;1.0;1575;66;1505;66;70;68
TE001;12.05.2023;19;1.0;1178;72;1136;72;42;75
TE001;12.05.2023;20;1.0;836;72;793;72;43;74
TE001;12.05.2023;21;1.0;754;83;727;83;27;78
TE001;12.05.2023;22;1.0;699;84;664;84;35;74
TE001;12.05.2023;23;1.0;429;82;399;82;30;76
TE001;13.05.2023;0;1.0;247;83;219;83;28;79
TE001;13.05.2023;1;1.0;167;78;144;78;23;74
TE001;13.05.2023;2;1.0;158;82;125;82;33;78
TE001;13.05.2023;3;1.0;224;78;156;73;68;90
TE001;13.05.2023;4;1.0;383;80;267;76;116;89
TE001;13.05.2023;5;1.0;701;81;547;80;154;84
TE001;13.05.2023;6;1.0;882;81;834;82;48;74
TE001;13.05.2023;7;1.0;1451;77;1392;77;59;73
TE001;13.05.2023;8;1.0;2011;86;1949;86;62;75
TE001;13.05.2023;9;1.0;2418;60;2377;60;42;66
TE001;13.05.2023;10;1.0;2163;40;2125;39;38;68
TE001;13.05.2023;11;1.0;2175;39;2154;39;21;67
TE001;13.05.2023;12;1.0;1585;41;1569;41;16;67
TE001;13.05.2023;13;1.0;1707;37;1674;37;33;65
TE001;13.05.2023;14;1.0;1552;46;1536;46;16;71
TE001;13.05.2023;15;1.0;1422;48;1402;48;20;69
TE001;13.05.2023;16;1.0;1240;50;1226;50;14;71
TE001;13.05.2023;17;1.0;1383;45;1363;45;20;70
TE001;13.05.2023;18;1.0;1104;51;1084;50;20;73
TE001;13.05.2023;19;1.0;972;53;956;52;16;75
TE001;13.05.2023;20;1.0;766;50;748;50;18;71
TE001;13.05.2023;21;1.0;684;50;674;49;10;68
TE001;13.05.2023;22;1.0;594;50;592;50;2;68
TE001;13.05.2023;23;1.0;346;56;339;56;7;68
TE001;14.05.2023;0;1.0;252;57;244;57;8;69
TE001;14.05.2023;1;1.0;182;59;176;59;6;73
TE001;14.05.2023;2;1.0;95;62;91;61;4;74
TE001;14.05.2023;3;1.0;100;62;98;62;2;68
TE001;14.05.2023;4;1.0;207;59;197;58;10;69
TE001;14.05.2023;5;1.0;308;65;292;65;16;74
TE001;14.05.2023;6;1.0;459;63;447;62;12;76
TE001;14.05.2023;7;1.0;866;51;847;50;19;63
TE001;14.05.2023;8;1.0;1373;53;1349;52;24;77
TE001;14.05.2023;9;1.0;2018;41;2009;41;9;68
TE001;14.05.2023;10;1.0;2365;36;2354;36;11;66
TE001;14.05.2023;11;1.0;2083;36;2071;36;12;64
TE001;14.05.2023;12;1.0;1925;36;1908;36;17;64
TE001;14.05.2023;13;1.0;2316;32;2299;32;17;71
TE001;14.05.2023;14;1.0;2117;38;2090;38;27;73
TE001;14.05.2023;15;1.0;1731;41;1723;41;8;67
TE001;14.05.2023;16;1.0;1556;53;1538;53;18;85
TE001;14.05.2023;17;1.0;1447;50;1432;50;15;72
TE001;14.05.2023;18;1.0;1233;48;1221;48;12;66
TE001;14.05.2023;19;1.0;985;53;971;53;14;73
TE001;14.05.2023;20;1.0;774;51;750;50;24;70
TE001;14.05.2023;21;1.0;568;53;537;52;31;70
TE001;14.05.2023;22;1.0;327;61;301;60;26;70
TE001;14.05.2023;23;1.0;190;55;161;53;29;67
TE001;15.05.2023;0;1.0;101;65;78;63;23;70
TE001;15.05.2023;1;1.0;110;65;72;63;38;71
TE001;15.05.2023;2;1.0;142;60;91;55;51;70
TE001;15.05.2023;3;1.0;294;59;237;56;57;72
TE001;15.05.2023;4;1.0;808;52;731;50;77;71
TE001;15.05.2023;5;1.0;1552;45;1447;43;105;69
TE001;15.05.2023;6;1.0;1720;42;1613;40;107;68
TE001;15.05.2023;7;1.0;1084;55;1037;54;47;81
TE001;16.05.2023;4;1.0;720;53;624;50;96;72
TE001;16.05.2023;5;1.0;1443;46;1317;44;126;70
TE001;16.05.2023;6;1.0;1727;40;1578;39;149;54
TE001;16.05.2023;7;1.0;1474;46;1367;45;107;67
TE001;16.05.2023;8;1.0;1223;45;1115;42;108;70
TE001;16.05.2023;9;1.0;1376;45;1257;43;119;71
TE001;16.05.2023;10;1.0;1396;44;1299;42;97;66
TE001;16.05.2023;11;1.0;1453;45;1298;42;155;71
TE001;16.05.2023;12;1.0;1855;46;1650;43;205;74
TE001;16.05.2023;13;1.0;2023;36;1872;33;151;65
TE001;16.05.2023;14;1.0;2333;25;2211;23;122;53
TE001;16.05.2023;15;1.0;2343;15;2241;15;102;31
TE001;16.05.2023;16;1.0;2190;30;2102;29;88;55
TE001;16.05.2023;17;1.0;1912;37;1855;36;57;68
TE001;16.05.2023;18;1.0;1474;46;1411;45;63;71
TE001;16.05.2023;19;1.0;980;50;932;49;48;70
TE001;16.05.2023;20;1.0;843;42;798;41;44;59
TE001;16.05.2023;21;1.0;711;42;676;41;35;58
TE001;16.05.2023;22;1.0;602;51;576;51;26;69
TE001;16.05.2023;23;1.0;279;51;240;49;39;65
TE001;17.05.2023;0;1.0;138;56;107;53;31;62
TE001;17.05.2023;1;1.0;115;64;82;60;33;74
TE001;17.05.2023;2;1.0;147;55;108;53;38;62
TE001;17.05.2023;3;1.0;263;57;199;54;64;66
TE001;17.05.2023;4;1.0;680;45;593;43;86;61
TE001;17.05.2023;5;1.0;1442;38;1320;36;121;58
TE001;17.05.2023;6;1.0;1985;40;1868;38;117;67
TE001;17.05.2023;7;1.0;1832;37;1667;35;166;56
TE001;17.05.2023;8;1.0;1949;35;1761;32;187;58
TE001;17.05.2023;9;1.0;2048;28;1903;27;145;45
TE001;17.05.2023;10;1.0;2169;32;2008;30;161;56
TE001;17.05.2023;11;1.0;2091;38;1927;36;164;68
TE001;17.05.2023;12;1.0;2380;35;2233;33;147;66
TE001;17.05.2023;13;1.0;2540;29;2433;27;107;59
TE001;17.05.2023;17;1.0;2404;19;2332;18;72;35
TE001;17.05.2023;18;1.0;2021;29;1945;28;76;53
TE001;17.05.2023;19;1.0;1416;35;1355;34;61;54
TE001;17.05.2023;20;1.0;1047;39;1010;38;37;59
TE001;17.05.2023;21;1.0;733;42;710;41;23;57
TE001;17.05.2023;22;1.0;560;43;540;42;20;60
TE001;17.05.2023;23;1.0;465;40;457;40;8;52
TE001;18.05.2023;0;1.0;182;56;171;55;11;64
TE001;18.05.2023;1;1.0;103;57;97;56;7;62
TE001;18.05.2023;2;1.0;122;52;109;51;13;61
TE001;18.05.2023;3;1.0;177;55;168;55;9;61
TE001;18.05.2023;4;1.0;392;59;387;58;5;70
TE001;18.05.2023;5;1.0;633;47;617;46;16;58
TE001;18.05.2023;6;1.0;910;53;887;52;23;72
TE001;18.05.2023;7;1.0;1374;48;1356;48;18;76
TE001;18.05.2023;8;1.0;1911;46;1885;45;26;78
TE001;18.05.2023;9;1.0;1537;36;1525;36;12;58
TE001;18.05.2023;10;1.0;2203;19;2188;19;14;40
TE001;18.05.2023;11;1.0;2095;12;2071;12;24;24
TE001;18.05.2023;12;1.0;1833;35;1819;35;14;61
TE001;18.05.2023;13;1.0;1646;31;1636;31;10;59
TE001;18.05.2023;14;1.0;1402;32;1392;32;10;58
TE001;18.05.2023;15;1.0;1117;37;1106;37;11;62
TE001;18.05.2023;16;1.0;1133;40;1121;40;12;65
TE001;18.05.2023;17;1.0;834;57;821;56;13;76
TE001;18.05.2023;18;1.0;730;51;721;50;9;68
TE001;18.05.2023;19;1.0;677;50;659;50;19;66
TE001;18.05.2023;20;1.0;577;55;556;54;21;71
TE001;18.05.2023;21;1.0;522;55;503;54;19;70
TE001;18.05.2023;22;1.0;386;55;356;54;29;68
TE001;18.05.2023;23;1.0;209;61;181;59;28;71
TE001;19.05.2023;0;1.0;171;59;144;58;27;71
TE001;19.05.2023;1;1.0;119;63;88;60;31;71
TE001;19.05.2023;2;1.0;125;61;91;57;34;72
TE001;19.05.2023;3;1.0;200;63;147;60;53;70
TE001;19.05.2023;4;1.0;509;55;433;52;76;71
TE001;19.05.2023;5;1.0;858;53;752;50;106;74
TE001;19.05.2023;6;1.0;1081;48;986;46;95;69
TE001;19.05.2023;7;1.0;1179;53;1075;51;104;80
TE001;19.05.2023;8;1.0;1450;83;1322;84;128;76
TE001;19.05.2023;10;1.0;1332;47;1250;46;82;63
TE001;19.05.2023;11;1.0;1660;42;1570;40;90;68
TE001;19.05.2023;12;1.0;1570;41;1500;40;70;61
TE001;19.05.2023;13;1.0;1644;39;1557;37;87;61
TE001;19.05.2023;14;1.0;1617;40;1553;39;63;63
TE001;19.05.2023;15;1.0;1755;40;1673;39;82;67
TE001;19.05.2023;16;1.0;1493;47;1440;46;53;77
TE001;19.05.2023;17;1.0;1400;42;1363;41;37;65
TE001;19.05.2023;18;1.0;1152;49;1097;47;55;73
TE001;19.05.2023;19;1.0;962;53;921;52;41;76
TE001;19.05.2023;20;1.0;739;54;702;53;37;73
TE001;19.05.2023;21;1.0;608;55;578;55;30;71
TE001;19.05.2023;22;1.0;487;56;470;56;17;71
TE001;19.05.2023;23;1.0;287;60;265;59;22;71
TE001;20.05.2023;0;1.0;185;60;175;59;10;71
TE001;20.05.2023;1;1.0;119;65;100;63;19;74
TE001;20.05.2023;2;1.0;109;63;92;61;17;70
TE001;20.05.2023;3;1.0;125;63;110;60;15;72
TE001;20.05.2023;4;1.0;284;59;258;58;26;71
TE001;20.05.2023;5;1.0;514;53;475;52;39;69
TE001;20.05.2023;6;1.0;705;56;663;55;42;74
TE001;20.05.2023;7;1.0;1016;60;973;59;43;77
TE001;20.05.2023;8;1.0;1156;53;1124;53;32;65
TE001;20.05.2023;9;1.0;1449;60;1414;59;35;79
TE001;20.05.2023;10;1.0;1392;57;1348;56;45;72
TE001;20.05.2023;11;1.0;1683;51;1654;50;28;74
TE001;20.05.2023;12;1.0;1692;44;1667;44;25;66
TE001;20.05.2023;13;1.0;1742;43;1721;42;21;66
TE001;20.05.2023;14;1.0;1835;41;1811;40;24;65
TE001;20.05.2023;15;1.0;1538;43;1515;43;23;66
TE001;20.05.2023;16;1.0;1408;48;1392;48;16;69
TE001;20.05.2023;17;1.0;1797;45;1770;45;27;72
TE001;20.05.2023;18;1.0;1267;41;1255;41;12;58
TE001;20.05.2023;19;1.0;1016;30;1008;30;8;50
TE001;20.05.2023;20;1.0;762;31;759;31;3;46
TE001;20.05.2023;21;1.0;634;33;629;32;5;54
TE001;20.05.2023;22;1.0;738;46;728;46;10;66
TE001;20.05.2023;23;1.0;363;62;352;61;11;78
TE001;21.05.2023;0;1.0;231;66;220;66;11;70
TE001;21.05.2023;1;1.0;160;63;153;62;7;78
TE001;21.05.2023;2;1.0;98;67;93;66;5;72
TE001;21.05.2023;3;1.0;122;58;119;57;3;73
TE001;21.05.2023;4;1.0;240;66;234;65;6;78
TE001;21.05.2023;5;1.0;354;60;343;59;11;68
TE001;21.05.2023;6;1.0;492;55;486;55;7;68
TE001;21.05.2023;7;1.0;984;59;958;59;26;76
TE001;21.05.2023;8;1.0;1859;40;1835;40;24;62
TE001;21.05.2023;9;1.0;2487;32;2459;32;28;63
TE001;21.05.2023;10;1.0;2298;20;2283;20;15;52
TE001;21.05.2023;11;1.0;1749;12;1729;12;19;15
TE001;21.05.2023;12;1.0;2208;26;2188;25;20;45
TE001;21.05.2023;13;1.0;2245;29;2220;28;25;56
TE001;21.05.2023;14;1.0;1370;9;1343;9;27;11
TE001;21.05.2023;15;1.0;1368;37;1361;37;7;32
TE001;21.05.2023;16;1.0;1561;47;1542;46;19;74
TE001;21.05.2023;17;1.0;1497;52;1475;52;22;83
TE001;21.05.2023;18;1.0;1229;74;1204;74;25;90
TE001;21.05.2023;19;1.0;955;74;935;74;20;87
TE001;21.05.2023;20;1.0;789;54;762;53;27;77
TE001;21.05.2023;21;1.0;604;56;573;55;31;73
TE001;21.05.2023;22;1.0;541;57;513;56;28;76
TE001;21.05.2023;23;1.0;334;66;293;63;41;85
TE001;22.05.2023;0;1.0;146;71;108;68;38;78
TE001;22.05.2023;1;1.0;132;68;93;66;39;75
TE001;22.05.2023;2;1.0;143;66;105;62;38;75
TE001;22.05.2023;3;1.0;288;58;206;54;82;67
TE001;22.05.2023;4;1.0;851;50;740;47;110;69
TE001;22.05.2023;5;1.0;1614;40;1485;38;130;64
TE001;22.05.2023;6;1.0;1895;39;1767;37;128;62
TE001;22.05.2023;7;1.0;1457;43;1371;42;86;71
TE001;22.05.2023;8;1.0;1172;49;1031;46;142;73
TE001;22.05.2023;9;1.0;1195;47;1097;45;98;70
TE001;22.05.2023;10;1.0;1547;37;1385;34;161;61
TE001;22.05.2023;11;1.0;1564;35;1401;32;163;59
TE001;22.05.2023;12;1.0;1677;39;1516;36;161;67
TE001;22.05.2023;13;1.0;1934;37;1815;35;119;65
TE001;22.05.2023;14;1.0;2433;32;2291;30;142;64
TE001;22.05.2023;15;1.0;2269;33;2164;31;105;63
TE001;22.05.2023;16;1.0;2182;37;2099;36;83;67
TE001;22.05.2023;17;1.0;1804;48;1735;47;69;80
TE001;22.05.2023;18;1.0;1245;50;1166;48;79;78
TE001;22.05.2023;19;1.0;924;53;884;52;40;76
TE001;22.05.2023;20;1.0;735;50;686;49;49;68
TE001;22.05.2023;21;1.0;562;50;526;49;36;66
TE001;22.05.2023;22;1.0;311;52;273;50;38;67
TE001;22.05.2023;23;1.0;215;56;177;53;37;69
TE001;23.05.2023;0;1.0;127;65;96;63;32;71
TE001;23.05.2023;1;1.0;108;65;77;61;31;73
TE001;23.05.2023;2;1.0;142;66;90;62;52;70
TE001;23.05.2023;3;1.0;248;61;180;58;68;71
TE001;23.05.2023;4;1.0;694;52;620;50;74;72
TE001;23.05.2023;5;1.0;1468;44;1340;42;128;70
TE001;23.05.2023;6;1.0;1869;42;1704;39;165;69
TE001;23.05.2023;7;1.0;2014;41;1861;39;153;67
TE001;23.05.2023;8;1.0;1656;44;1487;41;169;71
TE001;23.05.2023;9;1.0;1503;46;1346;43;157;70
TE001;23.05.2023;10;1.0;1601;41;1458;39;143;65
TE001;23.05.2023;11;1.0;1678;43;1512;40;166;69
TE001;23.05.2023;12;1.0;1833;41;1643;38;190;69
TE001;23.05.2023;13;1.0;1661;45;1536;43;125;69
TE001;23.05.2023;14;1.0;2131;37;2007;35;124;69
TE001;23.05.2023;15;1.0;1815;34;1730;33;85;63
TE001;23.05.2023;16;1.0;1795;40;1736;39;59;71
TE001;23.05.2023;17;1.0;1685;41;1630;41;55;71
TE001;23.05.2023;18;1.0;1672;40;1609;38;63;69
TE001;23.05.2023;19;1.0;1141;48;1052;46;89;72
TE001;23.05.2023;20;1.0;857;46;807;45;50;66
TE001;23.05.2023;21;1.0;665;49;627;48;38;67
TE001;23.05.2023;22;1.0;439;52;407;52;32;64
TE001;23.05.2023;23;1.0;241;61;203;59;38;74
TE001;24.05.2023;0;1.0;142;60;112;58;30;70
TE001;24.05.2023;1;1.0;108;62;73;58;35;69
TE001;24.05.2023;2;1.0;155;65;101;62;54;71
TE001;24.05.2023;3;1.0;230;62;167;58;63;72
TE001;24.05.2023;4;1.0;674;54;590;52;84;72
TE001;24.05.2023;5;1.0;1441;45;1318;43;123;71
TE001;24.05.2023;6;1.0;1705;46;1578;44;127;66
TE001;24.05.2023;7;1.0;1508;44;1370;42;137;62
TE001;24.05.2023;8;1.0;1650;45;1493;42;157;68
TE001;24.05.2023;9;1.0;1790;43;1622;40;168;70
TE001;24.05.2023;10;1.0;1711;44;1546;41;165;70
TE001;24.05.2023;11;1.0;1681;44;1525;41;156;71
TE001;24.05.2023;12;1.0;1954;41;1803;38;151;68
TE001;24.05.2023;13;1.0;2233;38;2099;36;134;68
TE001;24.05.2023;14;1.0;2439;36;2307;34;132;68
TE001;24.05.2023;15;1.0;2595;20;2473;19;122;41
TE001;24.05.2023;16;1.0;2470;33;2401;32;69;62
TE001;24.05.2023;17;1.0;1835;38;1770;37;65;68
TE001;24.05.2023;18;1.0;1441;39;1362;37;79;60
TE001;24.05.2023;20;1.0;743;52;704;51;39;71
TE001;24.05.2023;21;1.0;646;52;618;51;28;70
TE001;24.05.2023;22;1.0;456;55;427;54;29;71
TE001;24.05.2023;23;1.0;215;60;190;58;25;73
TE001;25.05.2023;0;1.0;142;61;117;58;25;71
TE001;25.05.2023;1;1.0;107;64;81;61;26;74
TE001;25.05.2023;2;1.0;136;62;91;58;45;70
TE001;25.05.2023;3;1.0;262;62;184;58;78;69
TE001;25.05.2023;4;1.0;746;54;634;51;112;73
TE001;25.05.2023;5;1.0;1488;45;1398;44;90;69
TE001;25.05.2023;6;1.0;1872;42;1741;40;131;69
TE001;25.05.2023;7;1.0;1919;49;1775;46;144;79
TE001;25.05.2023;8;1.0;1883;42;1698;39;185;70
TE001;25.05.2023;9;1.0;1815;42;1662;39;153;70
TE001;25.05.2023;10;1.0;2021;36;1810;33;211;63
TE001;25.05.2023;11;1.0;2088;32;1921;30;167;56
TE001;25.05.2023;12;1.0;2293;30;2122;28;170;55
TE001;25.05.2023;13;1.0;2273;23;2136;21;137;48
TE001;25.05.2023;14;1.0;1468;8;1408;7;60;13
TE001;25.05.2023;15;1.0;1973;12;1898;12;75;23
TE001;25.05.2023;16;1.0;2071;21;1994;21;76;41
TE001;25.05.2023;17;1.0;2044;40;1973;39;71;70
TE001;25.05.2023;18;1.0;1652;44;1583;42;69;71
TE001;25.05.2023;19;1.0;1151;49;1104;48;47;73
TE001;25.05.2023;20;1.0;870;51;835;50;35;72
TE001;25.05.2023;21;1.0;731;53;695;52;36;71
TE001;25.05.2023;22;1.0;457;54;431;53;26;72
TE001;25.05.2023;23;1.0;276;57;241;55;35;71
TE001;26.05.2023;0;1.0;159;59;136;58;23;70
TE001;26.05.2023;1;1.0;133;66;101;63;32;74
TE001;26.05.2023;2;1.0;156;63;115;61;41;70
TE001;26.05.2023;3;1.0;288;59;223;55;65;71
TE001;26.05.2023;4;1.0;790;52;696;50;94;71
TE001;26.05.2023;5;1.0;1436;48;1313;46;123;71
TE001;26.05.2023;6;1.0;1776;42;1648;40;128;68
TE001;26.05.2023;7;1.0;1958;44;1801;41;157;76
TE001;26.05.2023;8;1.0;2113;44;1876;40;237;77
TE001;26.05.2023;9;1.0;2134;34;1948;32;187;63
TE001;26.05.2023;10;1.0;2290;34;2131;32;158;62
TE001;26.05.2023;11;1.0;2250;15;2097;14;154;33
TE001;26.05.2023;12;1.0;2026;10;1911;9;115;16
TE001;26.05.2023;13;1.0;1500;10;1421;10;79;16
TE001;26.05.2023;14;1.0;1996;9;1926;9;70;16
TE001;26.05.2023;15;1.0;1883;11;1824;11;59;17
TE001;26.05.2023;16;1.0;2054;31;1959;29;95;61
TE001;26.05.2023;17;1.0;1974;37;1887;36;87;66
TE001;26.05.2023;18;1.0;1710;43;1647;42;63;71
TE001;26.05.2023;19;1.0;1209;48;1173;48;36;72
TE001;26.05.2023;20;1.0;885;50;859;49;26;71
TE001;26.05.2023;21;1.0;1020;45;994;45;26;68
TE001;26.05.2023;22;1.0;740;49;713;48;27;69
TE001;26.05.2023;23;1.0;529;54;507;54;22;70
TE001;27.05.2023;0;1.0;259;56;236;54;23;70
TE001;27.05.2023;1;1.0;169;62;148;60;21;71
TE001;27.05.2023;2;1.0;177;56;147;54;30;69
TE001;27.05.2023;3;1.0;221;53;204;51;17;66
TE001;27.05.2023;4;1.0;418;58;389;57;29;71
TE001;27.05.2023;5;1.0;759;52;723;51;36;71
TE001;27.05.2023;6;1.0;1069;49;1021;47;48;69
TE001;27.05.2023;7;1.0;1453;51;1414;50;39;81
TE001;27.05.2023;8;1.0;2079;44;2031;43;48;73
TE001;27.05.2023;9;1.0;2488;37;2439;36;49;68
TE001;27.05.2023;10;1.0;2501;31;2477;30;24;59
TE001;27.05.2023;11;1.0;2346;30;2316;30;30;62
TE001;27.05.2023;12;1.0;2037;39;2020;39;17;68
TE001;27.05.2023;13;1.0;2047;39;2021;39;26;66
TE001;27.05.2023;14;1.0;1690;41;1673;41;17;67
TE001;27.05.2023;15;1.0;1412;44;1392;44;20;66
TE001;27.05.2023;16;1.0;1277;47;1256;47;21;68
TE001;27.05.2023;17;1.0;1289;54;1268;53;21;80
TE001;27.05.2023;18;1.0;1075;45;1058;45;17;71
TE001;27.05.2023;19;1.0;882;54;864;53;18;77
TE001;27.05.2023;20;1.0;823;49;806;48;16;67
TE001;27.05.2023;21;1.0;694;50;686;50;8;69
TE001;27.05.2023;22;1.0;664;52;653;52;11;69
TE001;27.05.2023;23;1.0;562;52;553;51;9;69
TE001;28.05.2023;0;1.0;224;58;220;58;4;70
TE001;28.05.2023;1;1.0;143;56;139;55;4;67
TE001;28.05.2023;2;1.0;111;59;107;58;4;72
TE001;28.05.2023;3;1.0;138;62;136;62;2;69
TE001;28.05.2023;4;1.0;197;61;195;61;2;72
TE001;28.05.2023;5;1.0;301;61;292;61;9;71
