mq_name;tag;stunde;qualitaet;q_kfz_mq_hr;v_kfz_mq_hr;q_pkw_mq_hr;v_pkw_mq_hr;q_lkw_mq_hr;v_lkw_mq_hr
TE150;02.05.2023;6;1.0;53;45;53;45;0;-1
TE150;02.05.2023;7;1.0;78;51;77;51;1;58
TE150;02.05.2023;8;1.0;85;53;85;53;0;-1
TE150;02.05.2023;9;1.0;73;44;71;44;2;45
TE150;02.05.2023;10;1.0;78;36;78;36;0;-1
TE150;02.05.2023;11;1.0;82;46;82;46;0;-1
TE150;02.05.2023;12;1.0;97;48;95;48;2;49
TE150;02.05.2023;13;1.0;101;47;100;47;1;45
TE150;02.05.2023;14;1.0;122;48;120;48;2;48
TE150;02.05.2023;15;1.0;136;43;136;43;0;-1
TE150;02.05.2023;16;1.0;124;47;124;47;0;-1
TE150;02.05.2023;17;1.0;114;50;113;50;1;51
TE150;02.05.2023;18;1.0;88;48;87;48;1;45
TE150;02.05.2023;19;1.0;46;42;46;42;0;-1
TE150;02.05.2023;20;1.0;41;46;41;46;0;-1
TE150;02.05.2023;21;1.0;50;43;50;43;0;-1
TE150;02.05.2023;22;1.0;13;39;13;39;0;-1
TE150;02.05.2023;23;1.0;14;40;14;40;0;-1
TE150;03.05.2023;0;1.0;2;44;2;44;0;-1
TE150;03.05.2023;1;1.0;0;-1;0;-1;0;-1
TE150;03.05.2023;2;1.0;11;46;11;46;0;-1
TE150;03.05.2023;3;1.0;6;54;6;54;0;-1
TE150;03.05.2023;4;1.0;13;48;13;48;0;-1
TE150;03.05.2023;5;1.0;30;49;30;49;0;-1
TE150;03.05.2023;6;1.0;75;50;75;50;0;-1
TE150;03.05.2023;7;1.0;97;52;97;52;0;-1
TE150;03.05.2023;8;1.0;100;52;100;52;0;-1
TE150;03.05.2023;9;1.0;91;46;89;46;2;43
TE150;03.05.2023;10;1.0;88;49;88;49;0;-1
TE150;03.05.2023;11;1.0;86;55;85;55;1;41
TE150;03.05.2023;12;1.0;85;45;85;45;0;-1
TE150;03.05.2023;13;1.0;119;27;119;27;0;-1
TE150;03.05.2023;14;1.0;140;41;138;41;2;36
TE150;03.05.2023;15;1.0;127;47;127;47;0;-1
TE150;03.05.2023;16;1.0;132;37;132;37;0;-1
TE150;03.05.2023;17;1.0;110;44;109;44;1;41
TE150;03.05.2023;18;1.0;86;50;86;50;0;-1
TE150;03.05.2023;19;1.0;51;51;50;51;1;50
TE150;03.05.2023;20;1.0;38;47;38;47;0;-1
TE150;03.05.2023;21;1.0;40;52;40;52;0;-1
TE150;03.05.2023;22;1.0;31;48;31;48;0;-1
TE150;04.05.2023;1;1.0;3;46;3;46;0;-1
TE150;04.05.2023;2;1.0;3;56;3;56;0;-1
TE150;04.05.2023;3;1.0;2;59;2;59;0;-1
TE150;04.05.2023;4;1.0;15;58;15;58;0;-1
TE150;04.05.2023;5;1.0;33;53;33;53;0;-1
TE150;04.05.2023;6;1.0;58;50;57;50;1;55
TE150;04.05.2023;7;1.0;90;52;90;52;0;-1
TE150;04.05.2023;8;1.0;109;53;108;53;1;52
TE150;04.05.2023;9;1.0;81;52;80;52;1;52
TE150;04.05.2023;10;1.0;101;54;99;54;2;57
TE150;04.05.2023;11;1.0;100;57;98;57;2;60
TE150;11.05.2023;12;1.0;100;50;100;50;0;-1
TE150;11.05.2023;13;1.0;95;57;95;57;0;-1
TE150;11.05.2023;14;1.0;116;49;112;50;3;54
TE150;11.05.2023;15;1.0;116;42;113;42;3;36
TE150;11.05.2023;16;1.0;110;44;110;44;0;-1
TE150;11.05.2023;17;1.0;101;46;101;46;0;-1
TE150;11.05.2023;18;1.0;84;41;84;41;0;-1
TE150;11.05.2023;20;1.0;68;37;68;37;0;-1
TE150;11.05.2023;23;1.0;28;37;28;37;0;-1
TE150;12.05.2023;4;1.0;17;36;17;36;0;-1
TE150;12.05.2023;6;1.0;43;37;43;37;0;-1
TE150;12.05.2023;8;1.0;107;39;107;39;0;-1
TE150;12.05.2023;9;1.0;73;40;73;40;0;-1
TE150;12.05.2023;10;1.0;93;44;93;44;0;-1
TE150;12.05.2023;11;1.0;86;51;85;51;1;58
TE150;12.05.2023;12;1.0;139;48;138;48;1;58
TE150;12.05.2023;13;1.0;109;46;106;46;4;41
TE150;12.05.2023;14;1.0;105;49;103;49;2;56
TE150;12.05.2023;15;1.0;89;43;86;43;3;45
TE150;12.05.2023;16;1.0;103;34;103;34;0;-1
TE150;12.05.2023;17;1.0;82;43;82;43;0;-1
TE150;12.05.2023;18;1.0;64;45;63;45;1;45
TE150;12.05.2023;19;1.0;103;46;103;46;0;-1
TE150;12.05.2023;20;1.0;107;46;107;46;0;-1
TE150;12.05.2023;21;1.0;132;44;132;44;0;-1
TE150;12.05.2023;22;1.0;85;41;85;41;0;-1
TE150;12.05.2023;23;1.0;63;39;63;39;0;-1
TE150;13.05.2023;0;1.0;31;46;31;46;0;-1
TE150;13.05.2023;1;1.0;11;40;11;40;0;-1
TE150;13.05.2023;2;1.0;12;48;12;48;0;-1
TE150;13.05.2023;3;1.0;5;48;5;48;0;-1
TE150;13.05.2023;4;1.0;13;46;13;46;0;-1
TE150;13.05.2023;5;1.0;18;44;17;44;1;45
TE150;13.05.2023;6;1.0;22;46;21;46;1;44
TE150;13.05.2023;7;1.0;58;55;58;55;0;-1
TE150;13.05.2023;8;1.0;90;51;89;51;1;49
TE150;13.05.2023;9;1.0;111;54;111;54;0;-1
TE150;13.05.2023;10;1.0;112;49;112;49;0;-1
TE150;13.05.2023;11;1.0;125;51;125;51;0;-1
TE150;13.05.2023;12;1.0;135;55;134;55;1;51
TE150;13.05.2023;13;1.0;141;50;140;50;1;50
TE150;13.05.2023;14;1.0;68;52;68;52;0;-1
TE150;13.05.2023;15;1.0;132;47;132;47;0;-1
TE150;13.05.2023;16;1.0;149;44;148;44;1;50
TE150;13.05.2023;17;1.0;147;39;146;39;1;48
TE150;13.05.2023;18;1.0;122;39;120;39;2;40
TE150;13.05.2023;19;1.0;140;49;139;49;1;54
TE150;13.05.2023;20;1.0;102;45;101;45;1;44
TE150;13.05.2023;21;1.0;136;43;136;43;0;-1
TE150;13.05.2023;22;1.0;105;52;104;52;1;49
TE150;13.05.2023;23;1.0;79;43;78;43;1;40
TE150;14.05.2023;0;1.0;50;41;50;41;0;-1
TE150;14.05.2023;1;1.0;28;43;28;43;0;-1
TE150;14.05.2023;2;1.0;34;43;34;43;0;-1
TE150;14.05.2023;3;1.0;48;40;44;40;4;39
TE150;14.05.2023;4;1.0;10;31;8;33;2;25
TE150;14.05.2023;5;1.0;0;-1;0;-1;0;-1
TE150;14.05.2023;6;1.0;1;33;1;33;0;-1
TE150;14.05.2023;7;1.0;1;16;1;16;0;-1
TE150;14.05.2023;8;1.0;6;32;6;32;0;-1
TE150;14.05.2023;9;1.0;1;29;1;29;0;-1
TE150;14.05.2023;10;1.0;11;45;11;45;0;-1
TE150;14.05.2023;11;1.0;53;52;53;52;0;-1
TE150;14.05.2023;12;1.0;70;48;69;48;1;23
TE150;14.05.2023;13;1.0;75;49;75;49;0;-1
TE150;14.05.2023;14;1.0;73;45;61;44;12;48
TE150;14.05.2023;15;1.0;88;53;88;53;0;-1
TE150;14.05.2023;16;1.0;88;56;88;56;0;-1
TE150;14.05.2023;17;1.0;81;51;81;51;0;-1
TE150;14.05.2023;18;1.0;62;52;62;52;0;-1
TE150;14.05.2023;19;1.0;53;53;53;53;0;-1
TE150;14.05.2023;20;1.0;59;50;59;50;0;-1
TE150;14.05.2023;21;1.0;39;47;39;47;0;-1
TE150;14.05.2023;22;1.0;15;53;15;53;0;-1
TE150;14.05.2023;23;1.0;9;38;9;38;0;-1
TE150;15.05.2023;0;1.0;6;46;6;46;0;-1
TE150;15.05.2023;1;1.0;2;50;2;50;0;-1
TE150;15.05.2023;2;1.0;1;46;1;46;0;-1
TE150;15.05.2023;3;1.0;2;46;2;46;0;-1
TE150;15.05.2023;4;1.0;21;46;21;46;0;-1
TE150;15.05.2023;5;1.0;70;44;70;44;0;-1
TE150;15.05.2023;6;1.0;153;41;153;41;0;-1
TE150;15.05.2023;7;1.0;192;48;188;48;4;52
TE150;16.05.2023;4;1.0;28;48;28;48;0;-1
TE150;16.05.2023;5;1.0;76;50;75;50;1;51
TE150;16.05.2023;6;1.0;155;47;152;47;3;44
TE150;16.05.2023;7;1.0;182;45;181;45;1;44
TE150;16.05.2023;8;1.0;201;41;199;41;2;44
TE150;16.05.2023;9;1.0;180;39;179;39;1;47
TE150;16.05.2023;10;1.0;180;46;177;46;3;46
TE150;16.05.2023;11;1.0;214;43;208;43;5;46
TE150;16.05.2023;12;1.0;175;40;175;40;0;-1
TE150;16.05.2023;13;1.0;200;50;198;50;2;48
TE150;16.05.2023;14;1.0;198;51;193;51;5;53
TE150;16.05.2023;15;1.0;253;47;245;47;8;46
TE150;16.05.2023;16;1.0;269;47;264;47;5;39
TE150;16.05.2023;17;1.0;189;49;188;49;1;44
TE150;16.05.2023;18;1.0;204;47;204;47;0;-1
TE150;16.05.2023;19;1.0;192;45;190;45;2;44
TE150;16.05.2023;20;1.0;126;47;126;47;0;-1
TE150;16.05.2023;21;1.0;88;46;88;46;0;-1
TE150;16.05.2023;22;1.0;60;38;60;38;0;-1
TE150;16.05.2023;23;1.0;27;42;27;42;0;-1
TE150;17.05.2023;0;1.0;11;40;11;40;0;-1
TE150;17.05.2023;1;1.0;8;41;8;41;0;-1
TE150;17.05.2023;2;1.0;7;39;6;39;1;39
TE150;17.05.2023;3;1.0;1;43;1;43;0;-1
TE150;17.05.2023;4;1.0;41;38;41;38;0;-1
TE150;17.05.2023;5;1.0;64;40;64;40;0;-1
TE150;17.05.2023;6;1.0;85;44;85;44;0;-1
TE150;17.05.2023;7;1.0;112;43;112;43;0;-1
TE150;17.05.2023;8;1.0;118;37;115;37;3;39
TE150;17.05.2023;9;1.0;78;48;78;48;0;-1
TE150;17.05.2023;10;1.0;120;55;117;55;3;58
TE150;17.05.2023;11;1.0;106;57;106;57;0;-1
TE150;17.05.2023;12;1.0;123;57;123;57;0;-1
TE150;17.05.2023;13;1.0;127;53;127;53;0;-1
TE150;17.05.2023;14;1.0;109;41;107;41;2;45
TE150;17.05.2023;15;1.0;113;27;113;27;0;-1
TE150;17.05.2023;16;1.0;143;11;143;11;0;-1
TE150;17.05.2023;17;1.0;104;12;104;12;0;-1
TE150;17.05.2023;18;1.0;96;26;96;26;0;-1
TE150;17.05.2023;19;1.0;49;21;49;21;0;-1
TE150;17.05.2023;20;1.0;40;31;40;31;0;-1
TE150;17.05.2023;21;1.0;49;33;49;33;0;-1
TE150;17.05.2023;22;1.0;36;37;36;37;0;-1
TE150;17.05.2023;23;1.0;12;42;12;42;0;-1
TE150;18.05.2023;0;1.0;3;40;3;40;0;-1
TE150;18.05.2023;1;1.0;4;39;4;39;0;-1
TE150;18.05.2023;2;1.0;1;38;1;38;0;-1
TE150;18.05.2023;3;1.0;1;38;1;38;0;-1
TE150;18.05.2023;4;1.0;3;49;3;49;0;-1
TE150;18.05.2023;5;1.0;9;43;9;43;0;-1
TE150;18.05.2023;6;1.0;12;39;12;39;0;-1
TE150;18.05.2023;7;1.0;20;50;20;50;0;-1
TE150;18.05.2023;8;1.0;35;46;35;46;0;-1
TE150;18.05.2023;9;1.0;54;40;53;40;1;40
TE150;18.05.2023;10;1.0;43;47;43;47;0;-1
TE150;18.05.2023;11;1.0;53;54;53;54;0;-1
TE150;18.05.2023;12;1.0;70;55;70;55;0;-1
TE150;18.05.2023;13;1.0;84;47;84;47;0;-1
TE150;18.05.2023;14;1.0;53;44;53;44;0;-1
TE150;18.05.2023;15;1.0;51;39;51;39;0;-1
TE150;18.05.2023;16;1.0;81;32;81;32;0;-1
TE150;18.05.2023;17;1.0;66;27;66;27;0;-1
TE150;18.05.2023;18;1.0;33;19;33;19;0;-1
TE150;18.05.2023;19;1.0;38;19;38;19;0;-1
TE150;18.05.2023;20;1.0;35;35;35;35;0;-1
TE150;18.05.2023;21;1.0;38;39;38;39;0;-1
TE150;18.05.2023;22;1.0;19;34;19;34;0;-1
TE150;18.05.2023;23;1.0;9;39;9;39;0;-1
TE150;19.05.2023;0;1.0;2;38;2;38;0;-1
TE150;19.05.2023;1;1.0;3;49;3;49;0;-1
TE150;19.05.2023;2;1.0;4;41;4;41;0;-1
TE150;19.05.2023;3;1.0;1;41;1;41;0;-1
TE150;19.05.2023;4;1.0;13;39;13;39;0;-1
TE150;19.05.2023;5;1.0;17;37;17;37;0;-1
TE150;19.05.2023;6;1.0;24;40;24;40;0;-1
TE150;19.05.2023;7;1.0;48;38;47;38;1;41
TE150;19.05.2023;8;1.0;44;43;44;43;0;-1
TE150;19.05.2023;9;1.0;60;52;60;52;0;-1
TE150;19.05.2023;10;1.0;56;54;56;54;0;-1
TE150;19.05.2023;11;1.0;68;59;67;58;1;71
TE150;19.05.2023;12;1.0;79;59;78;59;1;53
TE150;19.05.2023;13;1.0;88;54;88;54;0;-1
TE150;19.05.2023;14;1.0;91;43;91;43;0;-1
TE150;19.05.2023;15;1.0;63;42;63;42;0;-1
TE150;19.05.2023;16;1.0;74;44;74;44;0;-1
TE150;19.05.2023;17;1.0;64;54;64;54;0;-1
TE150;19.05.2023;18;1.0;48;50;48;50;0;-1
TE150;19.05.2023;19;1.0;45;50;45;50;0;-1
TE150;19.05.2023;20;1.0;21;39;21;39;0;-1
TE150;19.05.2023;21;1.0;47;46;47;46;0;-1
TE150;19.05.2023;22;1.0;32;44;32;44;0;-1
TE150;19.05.2023;23;1.0;13;45;13;45;0;-1
TE150;20.05.2023;0;1.0;6;50;6;50;0;-1
TE150;20.05.2023;1;1.0;8;52;8;52;0;-1
TE150;20.05.2023;2;1.0;7;48;7;48;0;-1
TE150;20.05.2023;3;1.0;8;41;8;41;0;-1
TE150;20.05.2023;4;1.0;6;46;5;46;1;46
TE150;20.05.2023;5;1.0;5;36;5;36;0;-1
TE150;20.05.2023;6;1.0;9;48;9;48;0;-1
TE150;20.05.2023;7;1.0;20;44;19;44;1;39
TE150;20.05.2023;8;1.0;35;39;35;39;0;-1
TE150;20.05.2023;9;1.0;42;36;41;36;1;34
TE150;20.05.2023;10;1.0;71;37;71;37;0;-1
TE150;20.05.2023;11;1.0;68;40;67;40;1;43
TE150;20.05.2023;12;1.0;82;49;81;49;1;41
TE150;20.05.2023;13;1.0;62;50;62;50;0;-1
TE150;20.05.2023;14;1.0;78;46;74;46;4;52
TE150;20.05.2023;15;1.0;78;30;78;30;0;-1
TE150;20.05.2023;16;1.0;72;38;71;38;1;42
TE150;20.05.2023;17;1.0;64;40;64;40;0;-1
TE150;20.05.2023;18;1.0;35;41;35;41;0;-1
TE150;20.05.2023;19;1.0;36;42;36;42;0;-1
TE150;20.05.2023;20;1.0;28;49;28;49;0;-1
TE150;20.05.2023;21;1.0;41;51;39;51;2;48
TE150;20.05.2023;22;1.0;37;50;37;50;0;-1
TE150;20.05.2023;23;1.0;18;55;18;55;0;-1
TE150;21.05.2023;0;1.0;12;49;12;49;0;-1
TE150;21.05.2023;1;1.0;7;50;7;50;0;-1
TE150;21.05.2023;2;1.0;5;54;5;54;0;-1
TE150;21.05.2023;3;1.0;5;53;5;53;0;-1
TE150;21.05.2023;4;1.0;4;51;4;51;0;-1
TE150;21.05.2023;5;1.0;8;45;8;45;0;-1
TE150;21.05.2023;6;1.0;9;60;9;60;0;-1
TE150;21.05.2023;7;1.0;14;52;14;52;0;-1
TE150;21.05.2023;8;1.0;25;54;24;55;1;47
TE150;21.05.2023;9;1.0;42;54;41;54;1;55
TE150;21.05.2023;10;1.0;73;46;73;46;0;-1
TE150;21.05.2023;11;1.0;76;43;76;43;0;-1
TE150;21.05.2023;12;1.0;71;53;68;54;3;43
TE150;21.05.2023;13;1.0;66;45;65;46;1;22
TE150;21.05.2023;14;1.0;75;49;74;49;1;49
TE150;21.05.2023;15;1.0;74;47;74;47;0;-1
TE150;21.05.2023;16;1.0;89;49;89;49;0;-1
TE150;21.05.2023;17;1.0;70;52;70;52;0;-1
TE150;21.05.2023;18;1.0;43;54;43;54;0;-1
TE150;21.05.2023;19;1.0;55;54;54;54;1;49
TE150;21.05.2023;20;1.0;48;52;47;52;1;49
TE150;21.05.2023;21;1.0;27;50;27;50;0;-1
TE150;21.05.2023;22;1.0;20;59;20;59;0;-1
TE150;21.05.2023;23;1.0;8;43;8;43;0;-1
TE150;22.05.2023;0;1.0;6;45;6;45;0;-1
TE150;22.05.2023;1;1.0;0;-1;0;-1;0;-1
TE150;22.05.2023;2;1.0;1;45;1;45;0;-1
TE150;22.05.2023;3;1.0;0;-1;0;-1;0;-1
TE150;22.05.2023;4;1.0;11;49;11;49;0;-1
TE150;22.05.2023;5;1.0;34;50;34;50;0;-1
TE150;22.05.2023;6;1.0;89;50;89;50;0;-1
TE150;22.05.2023;7;1.0;73;51;73;51;0;-1
TE150;22.05.2023;8;1.0;96;52;95;52;1;51
TE150;22.05.2023;9;1.0;78;55;77;55;1;59
TE150;22.05.2023;10;1.0;84;50;84;50;0;-1
TE150;22.05.2023;11;1.0;92;56;89;56;3;62
TE150;22.05.2023;12;1.0;94;58;92;58;2;56
TE150;22.05.2023;13;1.0;112;52;111;52;1;54
TE150;22.05.2023;14;1.0;122;47;120;47;2;44
TE150;22.05.2023;15;1.0;109;39;109;39;0;-1
TE150;22.05.2023;16;1.0;117;35;116;35;1;39
TE150;22.05.2023;17;1.0;96;44;96;44;0;-1
TE150;22.05.2023;18;1.0;76;30;76;30;0;-1
TE150;22.05.2023;19;1.0;46;30;46;30;0;-1
TE150;22.05.2023;20;1.0;55;46;55;46;0;-1
TE150;22.05.2023;21;1.0;51;50;51;50;0;-1
TE150;22.05.2023;22;1.0;24;49;23;50;1;39
TE150;22.05.2023;23;1.0;9;53;9;53;0;-1
TE150;23.05.2023;0;1.0;4;64;4;64;0;-1
TE150;23.05.2023;1;1.0;9;57;9;57;0;-1
TE150;23.05.2023;2;1.0;0;-1;0;-1;0;-1
TE150;23.05.2023;3;1.0;2;55;2;55;0;-1
TE150;23.05.2023;4;1.0;15;55;13;55;2;54
TE150;23.05.2023;5;1.0;37;50;37;50;0;-1
TE150;23.05.2023;6;1.0;63;38;63;38;0;-1
TE150;23.05.2023;7;1.0;98;37;98;37;0;-1
TE150;23.05.2023;8;1.0;104;52;103;52;1;58
TE150;23.05.2023;9;1.0;88;51;88;51;0;-1
TE150;23.05.2023;10;1.0;109;53;108;53;1;58
TE150;23.05.2023;11;1.0;97;54;95;54;2;53
TE150;23.05.2023;12;1.0;122;50;121;50;1;48
TE150;23.05.2023;13;1.0;125;42;123;42;2;40
TE150;23.05.2023;14;1.0;126;33;126;33;0;-1
TE150;23.05.2023;15;1.0;111;33;111;33;0;-1
TE150;23.05.2023;16;1.0;105;44;104;44;1;44
TE150;23.05.2023;17;1.0;120;40;120;40;0;-1
TE150;23.05.2023;18;1.0;85;37;85;37;0;-1
TE150;23.05.2023;19;1.0;61;42;61;42;0;-1
TE150;23.05.2023;20;1.0;50;45;50;45;0;-1
TE150;23.05.2023;21;1.0;43;42;42;42;1;44
TE150;23.05.2023;22;1.0;18;52;18;52;0;-1
TE150;23.05.2023;23;1.0;15;47;15;47;0;-1
TE150;24.05.2023;0;1.0;6;44;6;44;0;-1
TE150;24.05.2023;1;1.0;1;43;1;43;0;-1
TE150;24.05.2023;2;1.0;10;43;8;42;2;44
TE150;24.05.2023;3;1.0;2;42;2;42;0;-1
TE150;24.05.2023;4;1.0;17;48;17;48;0;-1
TE150;24.05.2023;5;1.0;32;47;32;47;0;-1
TE150;24.05.2023;6;1.0;74;50;74;50;0;-1
TE150;24.05.2023;7;1.0;102;46;101;46;1;47
TE150;24.05.2023;8;1.0;120;50;117;50;3;50
TE150;24.05.2023;9;1.0;110;49;109;49;1;42
TE150;24.05.2023;10;1.0;95;42;92;42;3;38
TE150;24.05.2023;11;1.0;90;47;90;47;0;-1
TE150;24.05.2023;12;1.0;120;51;119;51;1;49
TE150;24.05.2023;13;1.0;127;53;123;53;4;51
TE150;24.05.2023;14;1.0;120;44;119;44;1;50
TE150;24.05.2023;15;1.0;122;51;122;51;0;-1
TE150;24.05.2023;16;1.0;124;40;121;40;3;42
TE150;24.05.2023;17;1.0;116;41;116;41;0;-1
TE150;24.05.2023;18;1.0;112;47;112;47;0;-1
TE150;24.05.2023;19;1.0;69;44;69;44;0;-1
TE150;24.05.2023;20;1.0;49;45;49;45;0;-1
TE150;24.05.2023;21;1.0;42;45;42;45;0;-1
TE150;24.05.2023;22;1.0;25;48;25;48;0;-1
TE150;24.05.2023;23;1.0;11;55;11;55;0;-1
TE150;25.05.2023;0;1.0;4;52;4;52;0;-1
TE150;25.05.2023;1;1.0;4;53;4;53;0;-1
TE150;25.05.2023;2;1.0;2;51;2;51;0;-1
TE150;25.05.2023;3;1.0;3;51;3;51;0;-1
TE150;25.05.2023;4;1.0;13;48;13;48;0;-1
TE150;25.05.2023;5;1.0;28;49;28;49;0;-1
TE150;25.05.2023;6;1.0;64;51;64;51;0;-1
TE150;25.05.2023;7;1.0;103;53;103;53;0;-1
TE150;25.05.2023;8;1.0;89;50;89;50;0;-1
TE150;25.05.2023;9;1.0;101;48;101;48;0;-1
TE150;25.05.2023;10;1.0;96;55;95;55;1;53
TE150;25.05.2023;11;1.0;74;59;74;59;0;-1
TE150;25.05.2023;12;1.0;110;59;105;59;5;58
TE150;25.05.2023;13;1.0;134;53;133;53;1;58
TE150;25.05.2023;14;1.0;129;46;127;46;2;48
TE150;25.05.2023;15;1.0;130;37;118;37;12;34
TE150;25.05.2023;16;1.0;114;51;113;51;1;34
TE150;25.05.2023;17;1.0;115;51;115;51;0;-1
TE150;25.05.2023;18;1.0;97;48;97;48;0;-1
TE150;25.05.2023;19;1.0;55;48;55;48;0;-1
TE150;25.05.2023;20;1.0;55;51;55;51;0;-1
TE150;25.05.2023;21;1.0;55;46;55;46;0;-1
TE150;25.05.2023;22;1.0;23;45;23;45;0;-1
TE150;25.05.2023;23;1.0;19;36;19;36;0;-1
TE150;26.05.2023;0;1.0;4;40;4;40;0;-1
TE150;26.05.2023;1;1.0;0;-1;0;-1;0;-1
TE150;26.05.2023;2;1.0;3;46;3;46;0;-1
TE150;26.05.2023;3;1.0;1;45;1;45;0;-1
TE150;26.05.2023;4;1.0;19;37;19;37;0;-1
TE150;26.05.2023;5;1.0;39;40;38;40;1;37
TE150;26.05.2023;6;1.0;70;44;70;44;0;-1
TE150;26.05.2023;8;1.0;81;37;81;37;0;-1
TE150;26.05.2023;9;1.0;77;43;77;43;0;-1
TE150;26.05.2023;10;1.0;101;44;101;44;0;-1
TE150;26.05.2023;11;1.0;109;48;109;48;0;-1
TE150;26.05.2023;12;1.0;124;59;123;59;1;59
TE150;26.05.2023;13;1.0;144;55;142;55;2;57
TE150;26.05.2023;14;1.0;141;44;141;44;0;-1
TE150;26.05.2023;15;1.0;135;38;134;38;1;34
TE150;26.05.2023;16;1.0;111;28;111;28;0;-1
TE150;26.05.2023;17;1.0;102;18;102;18;0;-1
TE150;26.05.2023;18;1.0;78;16;78;16;0;-1
TE150;26.05.2023;19;1.0;58;10;58;10;0;-1
TE150;26.05.2023;20;1.0;39;26;39;26;0;-1
TE150;26.05.2023;21;1.0;47;41;47;41;0;-1
TE150;26.05.2023;22;1.0;29;46;29;46;0;-1
TE150;26.05.2023;23;1.0;17;42;17;42;0;-1
TE150;27.05.2023;0;1.0;12;50;12;50;0;-1
TE150;27.05.2023;1;1.0;9;52;9;52;0;-1
TE150;27.05.2023;2;1.0;2;50;2;50;0;-1
TE150;27.05.2023;3;1.0;6;48;6;48;0;-1
TE150;27.05.2023;4;1.0;7;47;7;47;0;-1
TE150;27.05.2023;5;1.0;10;46;10;46;0;-1
TE150;27.05.2023;6;1.0;9;51;9;51;0;-1
TE150;27.05.2023;7;1.0;22;53;22;53;0;-1
TE150;27.05.2023;8;1.0;43;48;43;48;0;-1
TE150;27.05.2023;9;1.0;60;50;58;50;2;55
TE150;27.05.2023;10;1.0;68;53;68;53;0;-1
TE150;27.05.2023;11;1.0;62;54;62;54;0;-1
TE150;27.05.2023;12;1.0;72;59;70;59;2;58
TE150;27.05.2023;13;1.0;66;54;66;54;0;-1
TE150;27.05.2023;14;1.0;56;44;55;44;1;42
TE150;27.05.2023;15;1.0;64;35;64;35;0;-1
TE150;27.05.2023;16;1.0;80;30;79;30;1;42
TE150;27.05.2023;17;1.0;61;27;61;27;0;-1
TE150;27.05.2023;18;1.0;59;30;59;30;0;-1
TE150;27.05.2023;19;1.0;32;28;32;28;0;-1
TE150;27.05.2023;20;1.0;39;29;39;29;0;-1
TE150;27.05.2023;21;1.0;32;42;32;42;0;-1
TE150;27.05.2023;22;1.0;33;44;33;44;0;-1
TE150;27.05.2023;23;1.0;27;51;27;51;0;-1
TE150;28.05.2023;0;1.0;8;50;8;50;0;-1
TE150;28.05.2023;1;1.0;5;49;5;49;0;-1
TE150;28.05.2023;2;1.0;3;47;3;47;0;-1
TE150;28.05.2023;3;1.0;2;47;2;47;0;-1
TE150;28.05.2023;4;1.0;5;55;5;55;0;-1
TE150;28.05.2023;5;1.0;9;50;9;50;0;-1
TE150;28.05.2023;6;1.0;7;51;7;51;0;-1
TE150;28.05.2023;7;1.0;9;52;9;52;0;-1
TE150;28.05.2023;8;1.0;20;48;20;48;0;-1
TE150;28.05.2023;9;1.0;46;49;46;49;0;-1
TE150;28.05.2023;10;1.0;54;54;54;54;0;-1
TE150;28.05.2023;11;1.0;69;54;68;54;1;54
TE150;28.05.2023;12;1.0;78;59;78;59;0;-1
TE150;28.05.2023;13;1.0;60;55;60;55;0;-1
TE150;28.05.2023;14;1.0;68;43;67;43;1;45
TE150;28.05.2023;15;1.0;62;34;61;34;1;29
TE150;28.05.2023;16;1.0;61;25;61;25;0;-1
TE150;28.05.2023;17;1.0;53;21;53;21;0;-1
TE150;28.05.2023;18;1.0;55;17;55;17;0;-1
TE150;28.05.2023;19;1.0;34;35;34;35;0;-1
TE150;28.05.2023;20;1.0;40;45;40;45;0;-1
TE150;28.05.2023;21;1.0;24;53;24;53;0;-1
TE150;28.05.2023;22;1.0;31;56;31;56;0;-1
TE150;28.05.2023;23;1.0;12;54;12;54;0;-1
TE150;29.05.2023;0;1.0;15;52;15;52;0;-1
TE150;29.05.2023;1;1.0;4;51;4;51;0;-1
TE150;29.05.2023;2;1.0;2;50;2;50;0;-1
TE150;29.05.2023;3;1.0;3;51;3;51;0;-1
TE150;29.05.2023;4;1.0;7;55;7;55;0;-1
TE150;29.05.2023;5;1.0;4;52;4;52;0;-1
TE150;29.05.2023;6;1.0;7;52;7;52;0;-1
TE150;29.05.2023;7;1.0;12;54;12;54;0;-1
TE150;29.05.2023;8;1.0;16;49;16;49;0;-1
TE150;29.05.2023;9;1.0;49;46;49;46;0;-1
TE150;29.05.2023;10;1.0;50;53;50;53;0;-1
TE150;29.05.2023;11;1.0;49;58;49;58;0;-1
TE150;29.05.2023;12;1.0;72;57;72;57;0;-1
TE150;29.05.2023;13;1.0;79;52;79;52;0;-1
TE150;29.05.2023;14;1.0;74;42;73;42;1;41
TE150;29.05.2023;15;1.0;76;31;76;31;0;-1
TE150;29.05.2023;16;1.0;55;26;55;26;0;-1
TE150;29.05.2023;17;1.0;64;25;64;25;0;-1
TE150;29.05.2023;18;1.0;53;25;53;25;0;-1
TE150;29.05.2023;19;1.0;45;20;45;20;0;-1
TE150;29.05.2023;20;1.0;27;29;27;29;0;-1
TE150;29.05.2023;21;1.0;25;24;25;24;0;-1
TE150;29.05.2023;22;1.0;17;21;17;21;0;-1
TE150;29.05.2023;23;1.0;7;19;7;19;0;-1
TE150;30.05.2023;0;1.0;2;18;2;18;0;-1
